,Unnamed: 0,Unnamed: 0.1,title,abstract,affiliation_code,affiliation_name,affiliation_city,affiliation_country,category,average_length,polarity,subjectivity,passive_active,verb_ratio,noun_ratio,prof_ratio
11,11,11,Attentional Bi-directional LSTM for Semantic Attribute Prediction,"Attribute prediction is a basic task in CV field, and it belongs to a multi-label prediction problem in practical terms. Most studies using deep features to handle the problem while ignoring the potential dependencies that exist within attributes and images. Differ from previous work, we propose a novel deep architecture named ABLSTM, which not only taking advantage of CNN and Bi-LSTM, but also utilizing a multi-task-multi-loss design for attribute detection. Based on ABLSTM, we further construct a simple but extremely effective regression module to improve the accuracy of high-level abstract semantic attributes. Extensive experiments on the largest attribute prediction dataset of DeepFashion show the consistency superiority and efficiency of the proposed model.",60016930,Beijing University of Posts and Telecommunications,Beijing,China,"['1712', '1709', '1707', '1705']",22.4,0.08484848484848485,0.5074675324675324,1,0.11194029850746269,0.05223880597014925,0.32786885245901637
12,12,12,Multiple ship targets association method of remote sensing images based on SIFT and bags of visual words model,"Ships with unique moving and group activity characteristics can be considered as a type of very important military targets in marine situation awareness. We propose a novel method for multiple ship targets association with utilizing multi-temporal optical satellite images. First, a large number of local invariant features are extracted from the region of the optical satellite imagery containing the ship targets. Second, we present a weighted Bag of Visual Words model to perform transforming the 128-dim features to high-order semantic features. Finally, the optimization model based on the Associated Cost Matrix is constructed to solve the target optimal correlation matching. The experimental results clearly demonstrate that the proposed method is robust to multi-target association ambiguity and produces good matching accuracy with low computational effort.",60088576,Jiangsu Automation Research Institute,Lianyungang,China,"['1712', '1709', '1707', '1705']",20.666666666666668,0.14395238095238094,0.3696825396825397,1,0.12949640287769784,0.050359712230215826,0.2857142857142857
13,13,13,3D saliva ferning images to determine the women's fertility rates,"In this paper we will discuss the process of processing salivary images which will be represented by salivary fern patterns into 3D shapes and determine the level of fertility visually with existing theories. The author raises this theme because it can make it easier to recognize the pattern of ferns in saliva in determining the level of female fertility in the health field. The work stages in this paper start from the study of literature, data collection, designing 3D applications, making 3D applications and testing. The stages of processing the saliva image used by the author's computer in the process of image improvement, edge detection, cropping and masking, segmentation and 3-dimensional image representation.",60105733,Gunadarma University,Depok,Indonesia,"['1712', '1709', '1707', '1705']",28.25,0.0,0.08333333333333333,1,0.13709677419354838,0.0,0.2661290322580645
14,14,14,Combining a gamified civic engagement platform with a digital game in a loosely way to increase retention,"In this article we discuss an innovative approach to tackle the retention problem in civic engagement systems, more in particular in the context of care taking of elderly. The proposed solution is to complement a gamified civic engagement platform with an entertainment game but in such a way that the two are only loosely coupled. The civic engagement platform is a location-based card environment that allows to connect people who might be in need of assistance (i.e. elderly) with people willing to spend their time to help (i.e. volunteers). By helping people the volunteers collect cards, which can be used in the game to play. Special is that we do not expect that the volunteers will be the one playing the game. On the contrary, the aim is to create a self-feeding network between two groups of users: On the one hand the volunteers and on the other hand gamers. We hope that the gamers will stimulate the volunteers to collect cards and that in this way we can retain the volunteers for longer periods. Currently, the approach is being implemented for the case of assisting elderly, but the principle is also applicable in other domains of civic engagement. The paper discusses the research goals and problems, the research approach, as well as the current state and future work.",60026810,Vrije Universiteit Brussel,Brussels,Belgium,"['1712', '1709', '1707', '1705']",19.90909090909091,0.015430402930402924,0.4874370421245422,1,0.12295081967213115,0.004098360655737705,0.2396694214876033
15,15,15,Uniform access to multiform data lakes using semantic technologies,"Increasing data volumes have extensively increased application possibilities. However, accessing this data in an ad hoc manner remains an unsolved problem due to the diversity of data management approaches, formats and storage frameworks, resulting in the need to effectively access and process distributed heterogeneous data at scale. For years, SemanticWeb techniques have addressed data integration challenges with practical knowledge representation models and ontology-based mappings. Leveraging these techniques, we provide a solution enabling uniform access to large, heterogeneous data sources, without enforcing centralization; thus realizing the vision of a Semantic Data Lake. In this paper, we define the core concepts underlying this vision and the architectural requirements that systems implementing it need to fulfill. Squerall, an example of such a system, is an extensible framework built on top of state-ofthe- A rt Big Data technologies. We focus on Squerall's distributed query execution techniques and strategies, empirically evaluating its performance throughout its various sub-phases.",60007493,Universität Bonn,Bonn,Germany,"['1712', '1709', '1707', '1705']",21.714285714285715,0.14325396825396827,0.40410052910052907,1,0.12359550561797752,0.0449438202247191,0.37209302325581395
16,16,16,ToT for CSV: Accessing open data CSV files through SQL,"Recently, the push for open data has been very strong, and more and more sources, such as governments are sharing data such as weather records or demographic statistics. The Remote Table Access (RTA) system allows the easy publication of data from a relational database, and its use through SQL-like queries by remote users. Still, the data currently being shared as open data comes in many formats, not always directly integrable with relational databases, and many sources publish data as raw CSV, XML or even PDF files. These files then need to be downloaded, parsed, and integrated with the final user's data, often in a relational database. In this work, we present Table on Top (ToT) for CSV, an extension of the RTA system that allows the easy publication and access of data contained in CSV files through RTA.",60025997,Keio University,Tokyo,Japan,"['1712', '1709', '1707', '1705']",27.6,0.17996153846153845,0.5015769230769231,1,0.0736196319018405,0.05521472392638037,0.39751552795031053
17,17,17,Sketch based image retrieval with adversarial network,"Sketch retrieval is a specific cross-domain retrieval task. The core of sketch retrieval is to learn a common feature subspace, where the features of sketches and natural images can be both discriminative and domain-invariant. However, similarity constraints can impair the performance of the feature extractor, resulting in unsatisfactory retrieval accuracy. For this problem, we propose a novel sketch based image retrieval method based on adversarial network. Our method is demonstrated as follows: Firstly, we train the sketch image network and natural image network to improve the ability of classification; secondly, we train the adversarial network to promote the feature fusion of sketches ,of which the network is constituted by feature extractor and domain classifier; thirdly, we use the deep convolutional neural network to extract the deep feature to achieve retrieval. Experiments on retrieval show positive results.",60001298,Northwest University,Xi'an,China,"['1712', '1709', '1707', '1705']",22.66666666666667,0.037727272727272734,0.3103787878787879,1,0.11464968152866242,0.0,0.22875816993464052
18,18,18,Automated detection of steel defects via machine learning based on real-time semantic segmentation,"To improve automation, increase efficiency, and maintain high quality in the production of steel, applying modern machine learning techniques to help detect steel defects has been the research focus in the steel industry, since an unprecedented revolution in image semantic segmentation has been witnessed in the past few years. In the traditional production process of steel materials, localizing and classifying surface defects manually on a steel sheet is inefficient and error-prone. Therefore, it's a key challenge to achieve automated detection of steel surface defects in image pixel level, leaving an urgent and critical issue to be addressed. In this paper, to accomplish this crucial task, we apply a series of machine learning algorithms of real-time semantic segmentation, utilizing neural networks with encoder-decoder architectures based on Unet and feature pyramid network (FPN). The image dataset of steel defects is provided by Severstal, the largest steel company in Russia, through a featured code competition in the Kaggle community. The results show that the ensemble algorithm of several neural networks with encoderdecoder architectures has a decent performance regarding both time cost and segmentation accuracy. Our machine learning algorithms achieve dice coefficients over 0.915 and 0.905 at a speed of over 1.5 images per second on the public test set and private test set on the Kaggle platform, respectively, which locates at the top 2% among all teams in the competition.",60025761,Huazhong University of Science and Technology,Wuhan,China,"['1712', '1709', '1707', '1705']",32.42857142857143,0.07354166666666667,0.4592708333333333,1,0.10077519379844961,0.023255813953488372,0.2976190476190476
19,19,19,A web service architecture for social micro-learning,"In knowledge organizations or a knowledge society learning processes are inherently social and distributed. To enable these processes knowledge artifacts need to be created, updated, and consumed decentralized. Social Micro-Learning is an example for an approach following that paradigm. By proposing a flexible service architecture, this paper addresses the diverse demands that Social Micro-Learners have throughout their learning process. It allows integrating information retrieval, recommender systems, workflow engines and spaced repetition algorithms through a single stream data model. Consequently, we can reuse user interface implementations and provide a consistent, recognizable view. Our evaluations show a good system usability, and stable results across different services. We conclude that our service design can serve as a blueprint for social e-learning systems.",60021931,Johannes Kepler Universitat Linz,Linz,Austria,"['1712', '1709', '1707', '1705']",14.875,0.1261904761904762,0.2280952380952381,1,0.14893617021276595,0.0425531914893617,0.37037037037037035
20,20,20,Mining stock price changes for profitable trade using candlestick chart patterns,"One major technical analysis of stock price fluctuation is the use of candlestick charts. This paper proposes a model with six parameters to retrieve similar candlestick patters to improve accuracy of stock price predictions. Because criteria that trigger reversing trade largely affect gains and losses, we examine two criteria; one based on sum of negative stock price changes and the other on sum of negative 5-day average differences. The proposed retrieval algorithm and criteria are evaluated through simulations in terms of gains and losses using NASDAQ's daily stock data. The results of simulations indicate that the proposed method leads to a trade decision that opportunities of successful stock trades are effectively above that of failure ones with several percentage of gains. Simulations also show that high risks deliver high returns. The results are examined statistically by the regression analysis suggesting the significant capabilities of the proposed method to predict stock price fluctuations.",60007578,Tokyo University of Information Sciences,Chiba,Japan,"['1712', '1709', '1707', '1705']",21.714285714285715,0.033132440476190475,0.39428571428571424,1,0.11728395061728394,0.018518518518518517,0.2716049382716049
21,21,21,A study on characterizing the ecosystem of monetizing video spams on youtube platform,"In this work, we specifically study YouTube videos promoting easy money gaining tricks. We observe a noticeable presence of such videos on YouTube that are being used to-1) mislead users into sharing their personal identifiable information, i.e., phone numbers publically or 2) direct users away from YouTube on sites causing negative user experience. For our study, we call them-phone spam and link spam based videos respectively. We provide a detailed analysis of the behavioral characteristics of these two categories of videos based on metadata content and graph based features. For our study, a total of 80 phone spam videos and 2000 link spam videos were collected and analyzed. Our analysis shows that such videos are highly related to each other, and specific motifs discriminating such videos exist. To our knowledge this is the first attempt towards characterizing such types of videos on YouTube.",60093232,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design &amp; Manufacturing Jabalpur",Jabalpur,India,"['1712', '1709', '1707', '1705']",20.428571428571427,0.05364583333333334,0.4541666666666666,1,0.11875,0.0375,0.379746835443038
22,22,22,Effects of mining parameters on the performance of the sequence pattern variants analyzing method applied to electronic medical record systems,"Sequential pattern mining (SPM) is widely used for data mining and knowledge discovery in various application domains. Recently, we have proposed an analyzing method to evaluate the sequence pattern variant (SPV) that is the original sequence containing frequent patterns including variants. Such a study is meaningful for medical tasks such as improving the quality of a disease's treatment method. This paper aims to evaluate the effectiveness of the proposed analyzing method in more detail when it was applied to Electronic Medical Record Systems. Using a real dataset, it is observed that the analyzing method is successful in statistically discovering the meaningful indicators that are leading to the difference between comparative SPVs, such as complicated risk, severity risk of the disease, the length of stay in the hospital and the total medical cost. Moreover, it is observed that the length of stay and the medical cost can gain more benefit from increasing the significance level parameter used in comparing the SPVs.",60031126,Tokyo Institute of Technology,Tokyo,Japan,"['1712', '1709', '1707', '1705']",26.66666666666667,0.14125,0.435,1,0.12429378531073447,0.03389830508474576,0.2768361581920904
23,23,23,On the Support Splitting Algorithm for Induced Codes,"Abstract—: As shown by N. Sendrier in 2000, if a [n,k,d]-linear code C(⊆Fn q) with length n, dimensionality k and code distance d has a trivial group of automorphisms PAut(C), it allows one to construct a determined support splitting algorithm in order to find a permutation σ for a code D, being permutation-equivalent to the code C, such that σ(C) = D. This algorithm can be used for attacking the McEliece cryptosystem based on the codeC. This work aims the construction and analysis of the support splitting algorithm for the code Fl q⊗C, induced by the code C, l ϵ N. Since the group of automorphisms PAutFl q⊗C is nontrivial even in the case of that trivial for the base code C, it enables one to assume a potentially high resistance of the McEliece cryptosystem on the code Fl q⊗C to the attack based on a carrier split. The support splitting algorithm is being constructed for the code Fl q⊗C and its efficiency is compared with the attack to a McEliece cryptosystem based on the code Fl q⊗C",60025383,Southern Federal University,Rostov-on-Don,Russian Federation,"['1712', '1711']",29.66666666666667,-0.21333333333333332,0.68,1,0.08040201005025126,0.1407035175879397,0.3170731707317073
24,24,24,Security issues in mobile healthcare applications,"Mobile healthcare applications, in short mHealth apps, are an effiicient and more affordable way for patients to communicate with medical doctors and receive treatment using their mobile devices. However, the security of mHealth apps has become obstacle because many of mHealth apps deal with sensitive personal information including health-related data. To promote the developments of secure and trustworthy mHealth apps, in this paper, we survey mHealth-related security issues, not only general security issues but also mHealth-specific issues, and explore potential solutions to each issue.",60002227,Virginia Military Institute,Lexington,United States,"['1712', '1709', '1707', '1705']",28.0,0.155,0.5599999999999999,1,0.11,0.07,0.40425531914893614
25,25,25,Unsupervised single image dehazing via disentangled representation,"Image dehazing aims to recover the latent clear content from the corresponding degraded hazy image. In this paper, we propose an unsupervised method for single image dehazing based on disentangled representation. Our proposed method does not rely on the physical scattering model and does not need paired of training data. We propose a content encoder and a haze encoder to disentangle the content and hazy information from a hazy image respectively. We propose a latent regression loss to encourage the generated image to preserve haze information and to force the haze encoder to extract haze information from the haze image. The cycle-consistency loss are introduced to ensure that the dehazed images have the same content structures with the original images. We also use an adversarial loss on the dehazed images to guarantee haze free and visually realistic. Extensive experiment results on the public dehazing dataset RESIDE demonstrate that the proposed method outperforms state-of-the-art unsupervised methods, and can achieve comparable performance with the stateof-the- A rt supervised methods.",60025084,Shanghai Jiao Tong University,Shanghai,China,"['1712', '1709', '1707', '1705']",20.875,0.09702380952380953,0.3248809523809525,1,0.1711229946524064,0.0,0.2655367231638418
26,26,26,Events insights extraction from twitter using LDA and day-hashtag pooling,"News extraction from Twitter data is a hot topic. But can we extract much more than just news? The purpose of this research is to find, either news is the only information which can be extracted from Twitter data or it contains much more insights about real life events. So, we introduce a technique for analysis of Twitter's raw content. After pre-processing of tweets data, we apply hashtag pooling and extract topics using available topic modeling algorithm Latent Dirichlet Allocation (LDA) without modifying its core machinery. In the second part, estimated number of tweets per day and correlated top hashtags for each topic are calculated using dayhashtag pooling. Finally, the continues time series graph is constructed for topic analysis. Our findings show interesting results of bursty news detection, topic popularity, people's way to perceiving an event, real-life event's transition over time and before & after affects of a specific event.",60014256,University of Tsukuba,Tsukuba,Japan,"['1712', '1709', '1707', '1705']",21.428571428571427,0.2182692307692308,0.5113782051282052,1,0.10857142857142857,0.05142857142857143,0.34502923976608185
27,27,27,Tourism application with CNN-based classification specialized for cultural information,"Over-tourism has become an important difficulty in Japan because the number of visiting international tourists has increased in recent years. This intensive tourism leads to sightseeing problems because opportunities to inform tourists about culture and rules in tourist areas are few. Some system is needed to convey correct cultural aspects of tourist areas. This paper proposes a system to present a user with useful information such as area-specic culture from photographs taken with a convolutional neural network (CNN). Tourists can gain information by associating the contents with the real world by browsing useful information while viewing photographs. After we constructed the prototype system to present 30 types of useful information in English, we evaluated our system quantitatively. We also administered a questionnaire survey for Japanese and foreign residents. The results demonstrate that our system is effective to facilitate foreign tourists' understanding Japanese culture and norms.",60028385,Okayama University of Science,Okayama,Japan,"['1712', '1709', '1707', '1705']",18.125,0.09722222222222222,0.18333333333333326,1,0.13664596273291926,0.018633540372670808,0.3184713375796178
28,28,28,Investigation on frequency-dependent hysteresis loops of ferroelectric materials,"In this paper, a frequency-dependent theory is developed to study the polarization hysteresis loops of ferroelectric materials. From experimental observations, the polarization hysteresis loops strongly depend on the electric field loading frequency. When the frequency increases both remanent polarization and coercive electric field are increasing, while the dielectric constant remains unchanged at the given range of the frequency. An exponential function is introduced to express such frequency-dependent changes of the remanent polarization and the coercive field. Then a micromechanics-based approach can be applied to study hysteresis loops of ferroelectrics. To verify the developed theory, we first compare the results between the theoretical calculations and experimental data of PZT. Then we applied the model to study the frequency effects on hysteresis loops of a complex ceramic BaMn3Ti4O14.25 (BMT-134) under the electric field.",60028458,City College of New York,New York,United States,['1711'],18.714285714285715,0.07833333333333332,0.38,1,0.12,0.006666666666666667,0.2847222222222222
29,29,29,View resistant gait recognition,"Human gait is one of the biometric characteristics that a person can be identified by. However, the wide applicability of gait recognition in real life is prevented by a great variety of conditions that affect the gait representation, such as different viewpoints. In this work, we present a novel view resistant approach to overcome the multi-view recognition challenge. The new loss function is proposed to increase the stability of the model to view changes. Besides this, the cross-view embedding of the gait features is made to enhance their discriminant ability which improves the recognition accuracy as well. The proposed approaches show a significant gain in quality and allow to achieve the state-of-the-art accuracy on the most common benchmark and outperform the most successful model on the majority of the views and on average.",60020513,National Research University Higher School of Economics,Moscow,Russian Federation,"['1712', '1709', '1707', '1705']",22.16666666666667,0.1936688311688312,0.4878246753246754,1,0.10457516339869281,0.0,0.21678321678321677
30,30,30,A method to estimate entity performance from mentions to related entities in texts on the web,"Publications on the Web can influence the public opinion about certain entities (e.g., politicians, institutions). At the same time, a variety of indicators can be extracted from these publications and used to estimate entity performance (e.g., popularity, votes share). This work proposes an automatic method that employs state-of-theart natural language processing tools to extract indicators about entities mentioned in texts, for estimating the performance of these entities or semantically related ones. Our method calculates performance metrics from performance indicators consolidated for semantically related entities, assess correlations of these consolidated metrics with ground true performance, and uses these metrics to predict certain fluctuations in entity performance. Experimental results in a case study on politics show that consolidated metrics for several interrelated entities are better correlated to observed real performance measures of some target entities and lead to better predictions, than metrics for just one entity.",60017609,Universidade Federal de Santa Catarina,Florianopolis,Brazil,"['1712', '1709', '1707', '1705']",28.8,0.1675824175824176,0.3757326007326007,1,0.14457831325301204,0.0,0.345679012345679
31,31,31,Secure naïve bayes classification protocol over encrypted data using fully homomorphic encryption,"Machine learning classification has a wide range of applications. In the big data era, a client may want to outsource classification tasks to reduce the computational burden at the client. Meanwhile, an entity may want to provide a classification model and classification services to such clients. However, applications such as medical diagnosis require sensitive data that both parties may not want to reveal. Fully homomorphic encryption (FHE) enables secure computation over encrypted data without decryption. By applying FHE, classification can be outsourced to a cloud without revealing any data. However, existing studies on classification over FHE do not achieve the scenario of outsourcing classification to a cloud while preserving the privacy of the classification model, client's data and result. In this work, we apply FHE to a naïve Bayes classifier and, to the best of our knowledge, propose the first concrete secure classification protocol that satisfies the above scenario.",60023462,Waseda University,Tokyo,Japan,"['1712', '1709', '1707', '1705']",18.625,0.18333333333333326,0.3861111111111111,1,0.14792899408284024,0.029585798816568046,0.3076923076923077
32,32,32,Captioning images on mobile devices using semi-statistical extraction,"In this work, we propose a semi-statistical Image Extracting Image Semantic Framework using TensorFlow for Mobile Devices. We used datasets for training and generate extraction from other datasets of sentences using the N-Best algorithm selecting the closest sentence associated to images. In addition, we test our experiment with two models of Object Recognition and make comparisons between the different datasets of images and sentences.",60012392,National Taipei University of Technology,Taipei,Taiwan,"['1712', '1709', '1707', '1705']",21.33333333333333,-0.0625,0.4875,1,0.1232876712328767,0.1232876712328767,0.4782608695652174
