,Unnamed: 0,title,abstract,affiliation_code,affiliation_name,affiliation_city,affiliation_country,category,average_length,polarity,subjectivity,passive_active
10,10,Exploring the women preferences in tourism and plotting ways for economic growth in India,"Among all the factors in an economy the tourism industry plays a major role in the growth of an economy. The tourism industry succeeds in particular location mainly because of the demographic profile of a country. Health care facilities Temples are the major attractive factor for Tamilnadu tourism industry. The demographic characteristics of women travelers create certain perception towards tourism in their mind. This study considers different perception such as tourism as an opportunity for, learning, meeting people from different cultures, knowing different cultures, career development, self-development, relaxing and pleasure seeking. Women tourists in Madurai region perceive mainly tourism as relaxing and pleasure seeking activity. These perceptions influence the choice elements (CE) like Safety, Easily reached, Cleanliness, Quality of accommodation, Cultural Diversity, Shopping while selecting travel destination. If the tourism industry concentrates on providing these choice elements in the expected way it will facilitate growth in tourism as well as economy.",60070202,Mepco Schlenk Engineering College,Sivakasi,India,['1700'],18.875,0.1848412698412698,0.4869841269841269,1
11,11,"OpenVirtualObjects: An open set of standardized and validated 3D household objects for virtual reality-based research, diagnostics, and therapy","Virtual reality (VR) technologies have become increasingly available to clinicians and researchers. However, standardized 3D content, like scenes and objects, is not widely and freely available. We introduce OpenVirtualObjects; a free and open set of 124 realistic 3-D household objects for VR-based testing, training, diagnostics and rehabilitation. The objects were rated by 34 younger and 25 older adults for recognizability, familiarity, visual complexity, contact, and usage in daily life. Participants also categorized and named the objects. We describe the procedures of the object creation and validation and we provide descriptive statistics for each rated dimension.",60025323,Max Planck Institute for Human Cognitive and Brain Sciences,Leipzig,Germany,['1705'],15.833333333333334,0.15833333333333335,0.3166666666666667,1
12,12,Experience with head-mounted virtual reality (HMD-VR) predicts transfer of HMD-VR motor skills,"Immersive, head-mounted virtual reality (HMD-VR) has the potential to be a useful tool for motor rehabilitation. However, when developing tools for rehabilitation, it is essential to design interventions that will be most effective for generalizing to the real world. Therefore, it is important to understand what factors facilitate transfer from HMD-VR to non-HMD-VR environments. Here we used a well-established test of skilled motor learning, the Sequential Visual Isometric Pinch Task (SVIPT), to train healthy individuals in an HMD-VR environment. We examined whether learned motor skills transferred to a more conventional (non-HMD-VR) environment and what factors facilitated transfer. Our results suggest that on average, learned motor skills from this task transfer from an immersive virtual environment to a conventional environment; however, some individuals did not transfer the learned motor skills. We then examined individual differences between those that did show transfer and those that did not. We found that individuals who had previous exposure to HMD-VR were more likely to transfer their learned motor skills than those who did not. Individual differences in previous exposure to HMD-VR environments prior to training may serve as a predictor to whether learned motor skills will transfer out of HMD-VR.",60029311,University of Southern California,Los Angeles,United States,['1705'],21.666666666666668,0.15385487528344674,0.4356009070294785,1
13,13,Mudra – A game changer in indian financial inclusion,"MUDRA Scheme under Pradhan Mantri Mudra Yojana (PMMY) has providing financial inclusion and assistance to MSMEs in India. In order to study the growth rate of loan amount sanctioned to the regional, state and category wise in India, the states were clustered into four regions as follows North, North East, South and West. Data sourced from RBI, Hand Book Statistics and MUDRA. Growing economy has constrains like unemployment, financial instability for entrepreneurs, starting up new ventures have been barriers. PMMY Schemes provides credit support and exclusively to motivate the entrepreneurs. Shishu holds the record of most loan amount sanctioned and loan account opening in study period. PMMY scheme reduces the poor and new entrepreneur’s financial burden and also helps development of existing entrepreneurs through the schemes of Shishu, Kishor and Tarun.",60016712,Alagappa University,Karaikudi,India,['1700'],18.714285714285715,0.1191919191919192,0.3343434343434344,1
14,14,Relative study of MPPT algorithms using wind turbines with different dimensions,"Wind energy is considered as a most reliable and developed renewable energy source. With the rapid growth in this area, new techniques and control are seen to achieve maximum utilization of wind power and operating the wind turbine (WT) at its optimal condition. Various maximum power point tracking (MPPT) algorithms are available; however, a choice has to be made for the appropriate one as each algorithm has its own merits and demerits. This paper presents the comparison of three MPPT control algorithms: Tip speed ratio (TSR), Hili c1imb search (HCS) and Fuzzy based MPPT algorithm on three different size turbines of different power rating, in terms of their ability to extract maximum power output, number of iterations required i.e. speed responses and complexity using MATLAB. The results obtained in this paper may help the researchers to refer a suitable algorithm for their requirement.",60021891,Jawaharlal Nehru Technological University Hyderabad,Hyderabad,India,['1700'],23.833333333333332,0.2786363636363636,0.5604545454545454,1
15,15,Performance improvement in PDP & PEP based Ad-Hoc routing protocol,"In this paper introduce a design of PDP & PEP based AD-HOC network. This system is mainly used in the potential applications, military applications and rescue applications. Basically, the collection of number of stationary nodes is nothing but an AD-HOC network. The proposed system is work based on the energy metric which will minimize the energy consumption. In the same way it will maximize the operational time. Here low energy nodes are obtained by avoiding the paths based on the AODV protocol. From the results it can be observe the comparison graph of throughput, delay of a PDR.",60104649,Vignans Foundation for Science Technology and Research University,Guntur,India,['1700'],14.0,0.01333333333333333,0.3716666666666667,1
16,16,The development of entrepreneurial skill through “creativepreneur 2.0” model,"The low level of Indonesia's competitiveness in human resource quality causes an increase in the number of unemployment each year. Based on the level of education, it is found that the unemployed with bachelor's degree is higher compared to other levels of education. One of the factors causing this phenomena is because the industrial intake capacity for job vacancy is very low. The aim of this community service activity is to develop a web based creativepreneur 2.0 for entrepreneurship students The coaching activity was attended by 65 participants who came from Universitas Pendidikan Indonesia (Indonesia University of Education) students who already had a business. The coaching activity was done for four months which were divided into several stages. First, the preparation phase which was done in July 2016 and included the announcement of the program to the prospective participants, registration and selection. Then, the implementation phase which was divided into 2 major activities namely the coaching activity and website creation. The coaching activity was carried out through 4 stages, those were need assessment, initiation, implementation, monitoring and evaluation. The Creativepreneur 2.0 website is created to facilitate students in conducting their entrepreneurial activities. The first step for making this website was to create a domain that is integrated with the upi.edu website. The website for coaching activities through the web-based business incubator is named www.creativepreneur.pkm.upi.edu.",112303399,Universitas Pendidikan,Bandung,Indonesia,['1700'],20.363636363636363,0.0763888888888889,0.3146296296296296,1
18,18,Systems modeling and analysis: A case study of EAEP manufacturing plant,"This study is concerned about an EGR AIR EXHAUST PIPE (EAEP) manufacturing plant. The plant involves five subsystems namely Sand Core Making Machine (SCMM), Gravity Die Casting Machine (GDC), Horizontal Machine (HM), Cutting Machine (CM), Vibrator Machine (VM). These subsystems are connected in sequence. Failure and repair rates of each subsystem are implicit to be constant. The method used for the mathematical modeling of EAEP plant is Markov birth-death process. The differential equations are simplified for time dependent by using ODE-45 method in matlab and steady state availability. By dissimilararrangement of failure and repair rates of the subsystems value of steady states availability is calculated byusing recursive method.",60115307,GD Goenka University,Sohna,India,['1700'],15.428571428571429,-0.12857142857142861,0.4047619047619047,1
19,19,Comparative Study of Human Interaction Pattern Mining Approaches,"Opinion Mining and Sentiment Analysis in Natural Language Processing (NLP) are challenging, as they require deep understanding. Understanding involves methods that could differentiate between the facts of explicit and implicit, regular and irregular, syntactical and semantic language rules. Researches oriented towards Natural Language Processing and Sentiment Analysis have many unresolved problems like co-reference resolution, negation handling, anaphora goals, named-element acknowledgment, and word-sense disambiguation. This paper is proposed to develop an Optimized Partial Ancestral Graph (O-PAG) which is capable of mining patterns in human interactions and compare it with an existing tree based pattern mining approach. The experimental results are exposed to number of frequent interactions made and execution time. Results indicate that the overall performance can reach considerable improvements on using O-PAG approach.",60114561,Vellalar College For Women,Erode,India,['1700'],20.5,0.12307692307692308,0.3636094674556213,1
20,20,"Studies on the use of plants and plant parts in Ganesh Puja for worshipping of the Lord Ganesha in Odisha, India","Biodiversity is a most valuable gift of nature that gives all the basic necessity of human being. Plants are considered as a critical task in human development. Hinduism is famous for its culture in the form of different culture, Festival like Car festival, Durga Puja, Ganesha Puja, Kali Puja, Raja etc. Being an educational institution Ganesha Puja is celebrated in grand manner. Ganesha Puja also known as Ganesha Chaturthi is being celebrated with religious fervor across Odisha. Traditionally Hindu people use a large number of plant species and plant parts for worshipping different Gods and Goddess. It has been observed that a large number of plants are being used for worshipping of the Lord Ganesha in Odisha. The data about importance of plant species, use of plants and plant parts use in worship of lord Ganesha were collected through the interaction with priests and some knowledgeable old person who are involved in Ganesha Chaturthi practices. The plant species with their botanical name, local name, family, habitat, plant parts usage and form of used are recorded. A total number of 64 plant species belong to 33 families were recorded during the observation. Among these leaves like Osimum sanctum L., Musa sapientum L., Piper betel L., Aegle marmelos (L.) Corr., etc. is exclusively used in worshipping of Lord Ganesh. Flowers like Clitoria ternatea L., Hibiscus rosa-sinensis L., Nelumbu nucifera Gaertin. are used in the form of garland, bark of plants like Ficus religiosa L., Ficus benghalensis L., Saccarum officinarum L. etc. are used in the form of paste; twig of plants like Aegle marmelos (L.) Corr., Mangifera indica L. etc. are used for worshipping of God Ganesha. Prasad is one of the most important elements of worship which is prepared with different varieties of fruits like Cocos nucifera L., Pyrus communis L., Musa sapientum L. etc. and cereal grain like Oryza sativa L., Vigna radiate (L.) Wilczek, Vigna mungo (L.) Hepper etc. are some important species utilized for the preparation of Prasad.",60075923,Centurion University of Technology and Management,Gajapati,India,['1700'],15.0,0.18602484472049693,0.5427018633540373,1
21,21,Observation of an expert model induces a coarticulated drawing movement pattern in a single session,"We tested how observation of a skilled pattern of planar movements can assist in the learning of a new motor skill, which otherwise requires rigorous long-term practice to achieve fast and smooth performance. Sixty participants performed a sequence of planar hand movements on pre-test, acquisition, post-test and 24h post-training blocks, under 1 of 4 conditions: an observation group (OG), a slowed observation group (SOG), a random motion control group (RMCG) and a double physical training control group (DPTCG). The OG and SOG observed a co-aligned expert model's right hand performing the study task intermittently throughout acquisition, RMCG observed random dots movement instead of a model. Participants in the DPTCG received extra physical practice trials instead of the visually observed trials. Kinematic analysis revealed that only in conditions with observation of an expert model there was an instant robust improvement in motor planning of the task. This step-wise improvement was not only persistent in post-training retests but was also apparently implicit and subject to further incremental improvements in movement strategy over the period of 24 hours. We suggest that observation of hand movements of an expert model coaligned with self-produced movements during training can significantly condense the time-course of ecologically relevant drawing / writing skill mastery. Current findings may contribute to optimization of motor training and rehabilitation in virtual or simulated environments.",60005681,Tel Aviv University,Tel Aviv-Yafo,Israel,['1705'],27.625,0.05621005978148835,0.4762368583797155,1
22,22,Car: A mobile application using augmented reality to assist in learning traffic signs,"The paper presents an E-learning mobile application (CAR) that uses Augmented Reality to visualize information to assist in learning the traffic signs. The objective is making the learning process enjoyable, effective and interactive and to address the new generation’s preferences to use new technologies for self-learning. The mobile application displays animated scenarios to illustrate the meaning of the traffic control signs using Augmented Reality technology, to help users memorize the signs’ meaning easily. In addition, CAR provides adaptive preparatory tests to help users practice working towards the theoretical test and provides reports to demonstrate the difficulties in learning the meanings of signs. The paper will show the various mobile application features and will provide an assessment of its effectiveness and applicability.",60004582,King Abdulaziz University,Jeddah,Saudi Arabia,['1700'],24.2,0.22575757575757574,0.48030303030303034,1
23,23,Development of a virtual reality toolkit to enhance community walking after stroke,"Community walking remains compromised in the majority of stroke survivors even after rehabilitation. We developed a virtual reality (VR) toolkit prototype to provide intensive, task-specific training of complex locomotor tasks as required for community walking in safe yet ecological virtual environments. The toolkit, supported by best evidence and developed using low-cost VR tools, comprises of 6 dimensions that include endurance, walking speed, postural transitioning environmental encumbrance, cognitive load and a more complex dimension combining encumbrance and cognitive load. Feedback collected through hands-on interaction and focus groups with stroke participants and clinicians will be used to refine the prototype. The resulting VR toolkit will be combined to field training practice as part of a multi-centered intervention study to enhance community walking in stroke survivors.",60032619,Université Laval,Quebec,Canada,['1705'],24.6,0.25000000000000006,0.4124999999999999,1
24,24,An algorithmic approach for finding minimum spanning tree in a intuitionistic fuzzy graph," All rights reserved.The minimum spanning tree (MST) problem is a well known optimization problem in graph theory that has been used to model many real life problems, e.g., telecommuni-cations,transportation network, routing and water supply network. The MST problems with deterministic edge costs have been worked intensively and the MST of a connected weighted graph can be determined using many efficient algorithms introduced by outstanding scientists. However, in real life scenarios, several types of uncertainties are generally encountered, because of insufficient information, imperfect information, failure or other reasons. In this paper, we concentrate on a MST problem of a undirected connected fuzzy graph in which a intuitionistic fuzzy numbers, instead of a crisp (real) number, is used to each edge as edge weight. We define this problem as intuitionistic minimum spanning tree (IMST) problem. We introduce an algorithmic approach for designing the IMST of a fuzzy. The Borůvka’s algorithm is a popular greedy algorithm for designing a MST in a graph. Here, we have modified the classical Borůvka’s algorithm to generate the IMST of fuzzy graph. The water distribution system is the lifeline of any city. We also describe the utility of IMST in a water distribution network. A numerical example is worked out to illustrate our proposed algorithm.",60103561,"National Institute of Technology, Durgapur",Durgapur,India,['1700'],19.0,0.1967948717948718,0.40512820512820513,0
25,25,"Preparing for quality: The alignment of the professional knowledge domain across global, national and local institutional policies","This paper aims at describing the alignment of professional knowledge existent in global, national and local institutional policies in Indonesian context. Professional knowledge is an important domain characterising an ideal teacher. This domain aims at ensuring prospective English Foreign Language (EFL) teachers to understand learner characteristics and to have pedagogical knowledge to act on those understandings in diverse contexts. It captures the elements of understanding students and how they learn. This paper is the result of a Carspecken critical ethnography study. Globalization theory by Appadurai is applied in this study to explain the presence of the homogeneity of the professional knowledge domain across policies. Following Appadurai [1] this study argues a strong degree of homogeneity across global education policy, Indonesian national teacher education policy and local institutional policy in Central Java, identifying an alignment across the policy documents on what constitutes quality prospective EFL teachers. Evidence of homogeneity suggests accepted values across borders from global to national to local contexts. Therefore, this paper provides meaningful insights towards the discussion of professional knowledge that influences the formation of quality EFL teachers not only locally and nationally but also in the broader context of teacher preparation globally.",100640250,Muhammadiyah University of Surakarta,Surakarta,Indonesia,['1700'],21.666666666666668,0.11401515151515151,0.26856060606060606,1
26,26,The Effectiveness of Rest-Pause Method Vs Traditional Training Method on Muscle Power Development among Badminton Players,"Background and Objectives: Muscle builders have been seeking many training variations to avoid muscular adaptation in building strength, endurance, power, and more aesthetically muscle bulk or muscle mass. Recently, a new set configuration of training program had been introduced which the rest-pause method or cluster is set as an alternate way to list in training variation. The purpose of this study is to identify the power gains in local isolation muscle training through rest-pause method and traditional method. Hence, the aims of this study are: (1) to evaluate the effectiveness of rest-pause method on local muscle power among recreational badminton players in a total of 4 weeks. (2) to compare the effectiveness of rest-pause method vs traditional training method on local muscle power among recreational badminton players. Methods: A randomised controlled trial was carried out for 4 weeks to examine the effects of rest-pause method on muscle power development among badminton players. Total of 32 subjects were recruited through convenient sampling method. Subjects were randomly assigned into two groups: experimental group (RP) and control group (TR). Subjects were asked to perform barbell hip thrust with different training method according to the group they were assigned. A pre-test and post-test local muscle power were measured for both groups using vertical jump test. Results: After 4 weeks of training, there is significant difference in pre-test and post-test jump height and peak power output of gluteal muscle in both RP and TR training groups. However, there is non-significant difference in post-test jump height (p=0.341) and peak power output (p=0.441) between two groups. Conclusions: In conclusion, rest-pause method and traditional method had significantly improved the jump performance and also the peak power output of gluteal musculature among badminton players. People who seek for training variation can choose either one of it, but since rest-pause method had a higher mean difference; it would more likely recommend using rest-pause method for muscle power development.",60090708,Universiti Tunku Abdul Rahman,Kajang,Malaysia,['1700'],22.714285714285715,0.05103754940711462,0.5279150197628458,1
27,27,Boundary detection using distributed boundary estimation algorithm in congnitive radio networks,"In a cognitive radio system, the spectrum shares its information among its primary user (PU) and secondary user (SU). While sharing the spectrum among the users interference problem may arise. In this paper we are discussing about the problem in primary user while estimating the senseless area which means that the secondary user may uses the primary user spectrum without consider whether primary user is transmitting or not. In our proposed work we discuss the boundary estimated algorithm. This algorithm may determine the boundary of primary user and secondary users to utilize the spectrum in efficient way. By using boundary estimated algorithm the secondary users will measures the boundary of no-talk area. The boundary is calculated by secondary users by transfers the message among them and measuring the trade-off in estimation error, examines throughput and communication cost, arrangement complexity and robustness. This algorithm helps to improve the communication tradeoff value and estimation performance value. The performance estimation value by using boundary estimated algorithm is better than other algorithms. Error in spectrum sensing is minimized by using this technique. The communication cost is high when compared with least square support vector machine algorithm.",60105818,M.Kumarasamy College of Engineering,Karur,India,['1700'],17.454545454545453,0.05249999999999998,0.41535714285714287,1
28,28,The Modification and Development of a Simulator for Powered Mobility for Children,This poster describes the process of developing and modifying of the McGill Immersive Wheelchair Simulator (MiWe) for children with physical disabilities (MiWe-C). The simulator enables children to practice driving skills in a controlled environment. Data from the validation process for children who are proficient drivers are presented.,60011792,Alyn Hospital Pediatric and Adolescent Rehabilitation Center,Jerusalem,Israel,['1705'],15.666666666666666,0.0,0.14285714285714285,1
29,29,An deep encoder and decoder convolutional neural network based retinal blood vessel segmentation,"Eye is an absolute sensory organ for vision in human. Vision in human is accomplished by blood vessels in retina and neurons in eye. Diseases such as diabetes retinopathy, hypertension and arteriosclerosis cause change in branching pattern and diameter of retinal blood vessels leading to blindness. These changes can be analyzed by segmenting retinal blood vessel. In this paper we propose two different architecture of neural network which is a deep learning based method to segment the retinal blood vessels. The feature map of fundus images are extracted by multiple hidden layers and are classified based on pixel classification. Loss function is performed to avoid losses due to imbalance between vessel and non vessel. The proposed work is evaluated for both architectures with DRIVE database.",60105818,M.Kumarasamy College of Engineering,Karur,India,['1700'],15.625,0.010833333333333337,0.38083333333333336,1
30,30,An effective architecture for smart city using advanced protocols of internet of things,"Designing an effective architecture for the Internet of Things (IoT) still remains a cumbersome task, as it involves the seamless incorporation of a large number of heterogeneous systems involving computing devices, both mechanical as well as digital ones, equipped with relevant identifiers, to transfer data over a variety of networks, excluding completely the human factor from the entire interaction. The paper being presented here proposes an effective and efficient architecture with the advanced protocols for smart cities that does not get affected by any variation in load conditions which can arise due to addition or decrease in the number of devices.",60111704,Chandigarh University,Mohali,India,['1700'],50.5,0.2086309523809524,0.48095238095238096,1
31,31,Feasibility of filters in processing facial images,"The paper discusses the usage of filters in processing human faces. When natural image is processed, the results are obtained as per the application of algorithm. When comparing the result of natural image and processed image, the result is such that the processed image provides better results. The orientation of the proposed algorithm is to retrieve the age from the given input image. The classification of the age is done with the aid of fractal segmentation based algorithm. When the result obtained is compared with various images of diversified quality, the inference is obtained as different images need different filters for processing and to extract the features from it. In this paper the merits of different filters for processing images of different quality is discussed. In processing the facial images, application of uniform filter for images of different quality does not provide accurate results. So based on the quality of image, the appropriate filter is applied. This provides better results in estimating the age of a person with the help of facial image.",60097534,"Chandigarh Engineering College, Mohali",Mohali,India,['1700'],17.3,0.13125,0.4395833333333333,1
