,Unnamed: 0,title,abstract,affiliation_code,affiliation_name,affiliation_city,affiliation_country,category,average_length,polarity,subjectivity,passive_active
10,10,Space-time adaptive precision imaging,"On the design methods and traditional micro system structures in multiple configurations, there are some certain limitations. In order to resolve the problems of the conventional multiple structures present in the system, new sensors and components are applied in the development of the design method and system configuration. Micro lens, as a kind of typical components, are developing the methodology in research advanced multiple configuration systems. The effect of system evaluated criterion that Modulation Transfer Function (Modulation Transfer Function, the MTF), Energy concentration (Radial Energy Analysis, REA), diffusion (Spot Diagram, RMS) can support our issue qualitatively. Results showed that can not only change systems weight, size and structural stability, but also increase freedom in these kinds design. While improving the implementation of existing multiple path configuration from traditional complex.",60016835,Beijing Institute of Technology,Beijing,China,['1706'],21.5,0.04940836940836941,0.4188744588744589,1
11,11,Open-set bottle classifying using a convolution neural network,"A multi-class image classification application plays a vital role in our lives. Traditional approaches focus on a close-set classification problem. However, an open-set classification problem often occur in the real-world applications. This paper focuses on the convolution neural network based image classification for beverage bottle image classification under the open-set environment, in which the input image may not appear in any known classes during training time. The proposed models explore the approaches based on the N-Binary, N+unknown, and N+combination models. The results show that N+unknown approach perform better than that of the N+combination and N-Binary approach in terms of accuracy and time.",60000316,Srinakharinwirot University,Bangkok,Thailand,"['1705', '1706', '1710']",17.0,0.19999999999999998,0.5499999999999999,1
12,12,A LIDAR interactive data visualization for ground aircraft detection at small airports," All rights reserved.Light Detection and Ranging (LIDAR) sensors are nowadays widely used for multiple applications such as autonomous driving, wind estimation and robots, however their use in airports has not yet been fully explored. Nevertheless, LIDAR sensors are decreasing in cost, and there are detection algorithms that could be useful in small airports. We present a system to visualize and detect aircraft in small airfields. The system enables an interactive calibration of the algorithm, and exploration of the results. The system has proven useful for the detection and positioning of airplanes in the ENVISION Sesar project.",60083826,Ecole Nationale de l'Aviation Civile,Toulouse,France,['1706'],19.4,0.04444444444444445,0.26666666666666666,0
13,13,Forecasting unstable approaches with boosting frameworks and LSTM networks," All rights reserved.This paper presents a machine learning algorithm trained to predict unstable approach events. Predictive modeling for unstable approaches (UA) forecasting needs a precursors analysis to determine the most important indicators (features) of aircraft instability. However, since the definition of aircraft instability is entirely dependent on the airline, these precursors might change according to the applied criteria. Most of the times, these precursors are related to the operation, ATC instructions, nearby weather conditions or even specific procedures for the selected airport or runway. We approached UA predictive analysis scenario from two different perspectives aligned with the same objective. On one hand, we performed the precursor analysis and binary classification using machine learning ensemble methodologies (boosting frameworks). On the other, we analyzed the FDM temporal series with Deep Learning techniques, using neural networks with Long Short Term Memory (LSTM) layers to binary classify if an unstable approach was about to happen and to detect unseen hazards or anomalies present in approach procedures.",60019722,Technical University of Munich,Munich,Germany,['1706'],23.285714285714285,0.0875,0.3892857142857143,0
14,14,Noise reduction of dual-wavelength digital holography based on a shorter synthetic-wavelength," Downloading of the abstract is permitted for personal use only.A noise reduction method based on a shorter synthetic-wavelength in DWDH is proposed in this paper. The unwrapped phase at longer synthetic-wavelength is calculated by using the wrapped phases of two individual wavelengths. By comparing the amplified phase of longer synthetic wavelength, of which magnification is equal to that of wavelengths with the wrapped phase of a single wavelength, the difference of phase noises between the longer synthetic-wavelength phase map and the single-wavelength phase map can be calculated, and then accurate height at single-wavelength can be achieved. The proposed method for calculating phase noise is performed by comparing the phases between the single-wavelength with the shorter synthetic wavelength, and then the height at shorter synthetic-wavelength can be obtained. Compared with the existing method, the proposed method can reduce certain noise and benefit the phase reconstruction of fine structures.",60022281,Beijing University of Technology,Beijing,China,['1706'],29.6,0.1370748299319728,0.40986394557823125,0
15,15,3D modeling and balancing control of two-link underactuated robots using matlab/simulink,"A pendubot is a representative example of an underactuated system that has fewer actuators than the degree of freedom of the system. In this study, the characteristics of the pendubot are first reviewed; each part is then designed using Solidworks by dividing the pendubot into three parts: the base frame, first link frame, and second link frame. These three parts are then imported into the Simulink environment via a STEP file format, which is the standard protocol used in data exchange between CAD applications. A 3D model of the pendubot is then constructed using Simscape, and the usefulness of the 3D model is validated by a comparison with a dynamic equation derived using the Lagrangian formulation. A linearized model around an upright equilibrium position is finally obtained, and a sliding mode controller is designed based on the linear quadratic regulator. Simulation results showed that the designed controller effectively maintained upright balance of the pendubot in the presence of disturbance.",60073748,Hankyong National University,Anseong,South Korea,"['1710', '1705']",26.5,0.03749999999999999,0.4541666666666666,1
16,16,Sensing through the optical radiation pattern in dielectric metastructures,"Along with increasing demands and rapid development of nanotechnology in various fields, the combination of photonics, nano-optics, biology and chemistry opens new opportunities of developing optical sensors with subwavelength elements or micrometric structures. An innovative sensing mechanism based on the variations in the sensor radiation diagram in correspondence of changes in the refractive index of the surrounding material is illustrated. Particularly, we present a theoretical investigation of two different prototypes of dielectric structures for sensitive and compact chemical optical sensing through the radiation pattern.",60015300,Università degli Studi di Brescia,Brescia,Italy,['1706'],28.0,0.10519480519480519,0.5077922077922078,1
17,17,"The corpus of contact-influenced Russian of northern Siberia and the Russian far East1, 2 КОРПУС КОНТАКТНО-ОБУСЛОВЛЕННОЙ РУССКОЙ РЕЧИ БИЛИНГВОВНОСИТЕЛЕЙ МАЛЫХ ЯЗЫКОВ СЕВЕРА СИБИРИ И ДАЛЬНЕГО ВОСТОКА"," All rights reserved.The paper presents a spoken corpus of contact-influenced Russian, which consists of oral spontaneous Russian speech of bilingual speakers of indigenous languages of Northern Siberia and the Russian Far East (Samoyedic, Tungusic, Chukotko-Kamchatkan). The texts included in the corpus were transcribed in ELAN in Standard Russian orthography and provided with a special system of manual annotation of contact-induced features developed for the corpus. The paper focuses mainly on this system of annotation, which is relevant in a wider context of annotating any kind of speech with “deviations” from the standard language variety (bilinguals’, learners’, dialectal speech etc.). The annotation tags are grouped in several separate levels: contact-induced morphological, syntactic, phonetic, lexical features etc. The exact meanings for the annotation tags were proposed on empirical grounds. Transcribed and annotated texts gain morphological annotation and search implementation based on the Tsakorpus platform. The aim of the project is to provide a useful resource for linguistic studies on language contact.",60007457,Lomonosov Moscow State University,Moscow,Russian Federation,['1706'],22.857142857142858,0.1512531328320802,0.318671679197995,0
18,18,Photoacoustic signal classification for in vivo photoacoustic flow cytometry based on support vector machine,"Melanoma is a malignant tumor whose circulating tumor cell (CTC) count has been shown as a prognostic marker for metastasis development. Therefore detection of circulating melanoma cells plays an important role in monitoring tumor metastasis and prevention after diagnosis. In Vivo Photoacoustic Flow Cytometry (PAFC) is established here to achieve in vivo melanoma inspection, meanwhile guarantees non-invasive and real-time detection.Accurate tumor cell detection is of great significance to achieve highly specific diagnosis and avoid unnecessary medical tests.However, the amount of data detected by PAFC is large and original photoacoustic signal is mixed with various noises.The traditional triple mean square deviation method has lower accuracy and consumes a lot of time in data processing. Here, a classification approach in photoacoustic is proposed, which could discriminate signals and noises based on features extracted from photoacoustic waves compared to normal cells using Support Vector Machines algorithm. Due to similar shape and structure of cells, the photoacoustic signals usually have similar vibration mode. By analyzing the correlations and the signal features in time domain and frequency domain, we finally choose the continuity, amplitude, and photoacoustic waveform pulse width as the features to characterize the signal.More than 600,000 samples were selected as the training set (normalized in advance), and a classifier with a precision of 85% accuracy to filter out the photoacoustic signals rapidly was trained by the support vector machine method.The classifier introduced here has proved to optimize the signal acquisition and reduce signal processing time, realizing real-time detection and real-time analysis in PAFC.",60025084,Shanghai Jiao Tong University,Shanghai,China,['1706'],41.666666666666664,0.050105042016806725,0.5421218487394958,1
19,19,High-precision coherent compensation of multi-radar signals based on GTD model,"The purpose of multi-radar echo band fusion is to expand the signal bandwidth and improve the range resolution. Due to the difference of multi-radar space positions and the initial phase of echo, the phase Angle difference is linear phase and fixed phase. Therefore, solving the phase mismatch is the premise and focus of bandwidth fusion. The disadvantage of the existing phase-coherent registration method is that the phase-coherent registration accuracy is low at high noise level. Based on the geometrical diffraction theory (GTD) model, the algorithm analyzes the influence of non-coherent factors on the target echo, and uses the global minimum entropy criterion as the cost function to estimate the linear phase. According to the influence of fixed phase on the target scattering center parameters, a linear least squares method for correcting the pole subspace is proposed to estimate the fixed phase. The simulation results show the advantages and feasibility of the proposed algorithm.",60025578,Xidian University,Xi'an,China,['1706'],21.857142857142858,-0.006499999999999997,0.23150000000000004,1
20,20,A novel phase retrieval and reconstruction method in optical diffraction tomography," Downloading of the abstract is permitted for personal use only.Optical diffraction tomography is an important method to obtain the microstructure of biological samples. We present a reconstruction process for the 3D refractive index distribution of samples in optical diffraction tomography. First, obtaining an accurate phase image by preprocessing the interference image is especially important for the reconstruction. The quality oriented method is used to perform phase unwrapping to avoid the influence of residual error. Then, the background phase is eliminated by curve fitting method, which reduces the experimental complexity and requirements. The positional deviation caused by the rotation of the sample is solved by autocorrelation algorithm. We apply a filtered back propagation algorithm based on Fourier diffraction theory to improve the accuracy of reconstruction. Finally, we have carried out experiments on samples such as photonic crystal fiber and pollen, and obtained the detailed internal structure of the samples with satisfactory results.",60033100,Nanjing University,Nanjing,China,['1706'],19.0,0.21923076923076923,0.4935897435897436,0
21,21,A quantum-inspired model for human-automation trust in air traffic control derived from functional magnetic resonance imaging," All rights reserved.With a greater proliferation of automation tools in the domain of Air Traffic Management due to exponential growth in air traffic, human factors, and more specifically, trust, becomes a crucial component of Air Traffic Controller (ATCO)-automation teams. An attempt to better represent trust behaviours in ATCOs was made by juxtaposing two philosophies of trust using the principles of superposition and complementarity from quantum mechanics. Neuroimaging evidence of this simultaneous concurrence was demonstrated with use of functional Magnetic Resonance Imaging (fMRI) data. The robustness in this proposed model is higher due to the use of objective data to explain ATCO trusting behaviour under uncertainty. This is an improvement on current models that are context-dependent and based on subjective data.",60118625,Air Traffic Management Research Institute,Singapore City,Singapore,['1706'],24.2,0.15,0.43500000000000005,0
22,22,A robust adaptive amplitude iteration CFAR detector in nonhomogeneous clutter environment,"Constant false alarm rate (CFAR) detectors are widely used in modern radar system to declare the presence of targets. Due to the serious masking effects under the multiple targets situation and the clutter edge, the detection probability of CFAR detectors decrease sharply and the alarm rates increase significantly. To solve these problems, a robust adaptive amplitude iteration CFAR (AAI-CFAR) algorithm is proposed in this paper and obtains good performance. By combining the 2nd-order statistic, variability index, and the 4th-order statistic, kurtosis, a variable scaling factor is designed in the amplitude iteration to adapt different environment. Plenty of Monte Carlo simulations are applied to evaluate the performance of the proposed method under different clutter scenarios compared with existing CFAR detectors, which illustrate the superiority and robustness of AAI-CFAR.",60010080,Nanjing University of Science and Technology,Nanjing,China,['1706'],25.4,0.01597222222222221,0.5083333333333333,1
23,23,Fast 3D reconstruction method based on 2D gold matrix," Downloading of the abstract is permitted for personal use only.The optical three-dimension measurement methods have been widely used in face recognition, machine vision, biomedical imaging, virtual reality and aerospace with the advantages of fast speed, high precision and non-contact measurement. Recently, the trend of structured light 3D reconstruction tends to be real-time with improving accuracy and reducing the dependence of time domain. The structured light coding is an active measurement method which could provide abundant feature points. The 2D gold matrix is a spatial coding method and it provides a new type of structured light for optical 3D measurement. This scheme provides the dynamic 2D spatial information based on the fast decoding from the encoded projected light. Here, we proposed a binocular stereo vision system based on the structured light encoded by 2D gold matrix. Only a pair of images, which could be captured in real-time by the two cameras, are needed for 3D reconstruction. The experiment shows that the decoding success rate is up to 99.48% for non-planar object. The system is simple in structure and low in cost. It is expected to be applied to real-time 3D measurement fields such as face recognition and biomedical imaging in the future.",60105232,ShanghaiTech University,Shanghai,China,['1706'],20.2,0.14831955922865012,0.5019706808343173,0
24,24,An approach to customization of pre-trained neural network language model to specific domain ПОДХОД К АДАПТАЦИИ ПРЕДОБУЧЕННОЙ ЛИНГВИСТИЧЕСКОЙ МОДЕЛИ НА БАЗЕ НЕЙРОННОЙ СЕТИ К СПЕЦИФИЧЕСКОЙ ПРЕДМЕТНОЙ ОБЛАСТИ," All rights reserved.Nowadays the majority of tasks in NLP field are solved by means of neural network language models. These models already have shown state-of-the-art results in classification, translation, named entity recognition and so on. Pre-trained models are accessible in the internet, but the real life problem’s domain could differ from the origin domain which the network was learned. In this paper an approach to vocabulary expansion for neural network language model by means of hierarchical clustering is presented. This technique allows to adopt pre-trained language model to a different domain. In the experimental part the proposed approach is demonstrated on specific domain of textual artifacts of software development process. This field is actively studied this days due the expensiveness of the process and its impact on the modern world and society.",60095514,Ulyanovsk State Technical University,Ulyanovsk,Russian Federation,['1706'],19.0,0.07708333333333334,0.38437499999999997,0
25,25,Enhancing security in biometric authentication systems using dynamic third-factor,"The use of biometric data for authentication in a networked environment brings both security guarantee and fear to many. It poses strong authentication because of its uniqueness; however, unlike passwords and smartcards, biometric information is non-repudiable. Therefore, it should be treated with utmost confidentiality and protection. Authentications hould be improved further because as people and machines advances the designs of security approaches and mechanisms, the threat increases in volume and variability also. In this paper, a dynamic third-factor authenticator for Biometric Authentication Systems is proposed. Not only that it protects biometric information, it also possesses the quality of dynamism that ensures security by addressing the threat before it takes place. This proposed enhancement follows the standards and guidelines prescribed for digital identity and data security.",60120633,Technological Institute of the Philippines,Quezon City,Philippines,"['1705', '1706', '1710']",17.857142857142858,0.15555555555555556,0.4833333333333334,1
26,26,Language models for unsupervised acquisition of medical knowledge from natural language texts: Application for diagnosis prediction МОДЕЛИ ЯЗЫКА ДЛЯ ИЗВЛЕЧЕНИЯ МЕДИЦИНСКИЙ ЗНАНИЙ ИЗ ТЕКСТОВ НА ЕСТЕСТВЕННОМ ЯЗЫКЕ С ЦЕЛЬЮ ПРИМЕНЕНИЯ В ЗАДАЧАХ ПРЕДСКАЗАНИЯ ДИАГНОЗА," All rights reserved.Following recent success of neural language models in various downstream language understanding tasks, including common sense reasoning, we investigate possible utility of such models in domain specific reasoning task—proposing of preliminary diagnosis based on patient complains, presented as natural language text. We demonstrate that language model, trained on the texts collected from online medical forums posses significant accuracy in this task (73% at top 10 suggestions), when evaluated on dataset, constructed from clinical case reports, published in specialized medical journals. While preliminary, these findings indicate a possible new method that can be used to augment online symptoms checkers and clinical decision support systems.",119211833,Meanotek AI Research,Kazan,Russian Federation,['1706'],35.333333333333336,0.07938311688311687,0.43603896103896106,0
27,27,"Securing IoT-based groups: Efficient, scalable and fault-tolerant key management protocol","Group key management protocols are crucial in establishing secured communication channels for collaborative IoT-based groups. The Internet of Things (IoT) dimension includes additional challenges. In fact, resource constrained members within dynamic and heterogeneous groups are unable to run existing group key protocols. Furthermore, these protocols need to be scalable and fault tolerant to suit growing and sensitive groups. To face these issues, we enhance our previously proposed protocol called Decentralized Batch-based Group Key protocol (DBGK). Using polynomial computation to secure data exchanges, we considerably improve its scalability, fault tolerance and collusion freeness properties. Furthermore, we include an energy preserving blockchain-based mechanism to authenticate group members credentials in a distributed manner. To assess our new protocol called DiStributed Batch-based Group Key protocol (DsBGK), we performed a detailed theoretical security analysis to evaluate its behaviour against well studied attacks in the literature. Furthermore, we validated this analysis using a formal validation tool. To evaluate DsBGK performances, we performed extensive simulations. We proceeded by comparing DsBGK in term of energy cost, first, with DBGK, then with other analogous protocols from the literature. The results confirmed the security soundness of DsBGK, in addition to an improved energy efficiency compared to its peers.",60104289,Université de Lorraine,Nancy,France,['1700'],16.5,0.05526094276094276,0.6183080808080809,1
28,28,Long short-term memory deep neural network model for PM2.5 forecasting in the bangkok urban area,"Accurately forecasting fine particulate matter of less than a 2.5 micrometer diameter (PM2.5) concentration levels is important to better manage the air pollution situation and to give advance warnings to residents and officials. In this paper, a Long Short-Term Memory (LSTM) deep neural network model and a Seasonal AutoRegressive Integrated Moving Average with eXogenous regressor (SARIMAX) were trained on air quality and meteorological time series data at the Chokchai metropolitan police station area in Bangkok from 2017 to 2018. After figuring out the best configuration of both algorithms, the performance of the LSTM model to predict PM2.5 concentrations for 24 hours was evaluated and compared against the SARIMAX model. Our experiments indicated that LSTM had a better prediction accuracy as indicated by the RMSE and MAE values for each of the time steps. LSTM could forecast one hour ahead at a very low RMSE of 3.11 micrograms per cubic meter on average, and a MAE of 2.36 micrograms per cubic meter on average, while SARIMAX errors were more than doubled. When the time steps were farther apart, the number of errors were higher for both models.",60000316,Srinakharinwirot University,Bangkok,Thailand,"['1705', '1706', '1710']",31.0,0.22000000000000006,0.45933333333333337,1
29,29,Laser speckle correlation imaging with optical clearance for blood flows,"In laser speckle imaging methods, speckle correlation coefficient analysis (SCCA) shows great potential in blood flow monitoring because of its high sensitivity to slow flows than laser speckle contrast imaging (LSCI). But the published SCCA usually depends on short exposure times and high frame rates to preserve the autocorrelation. Differently, in this paper we use SCCA at normal exposure time (20 ms) to evaluate the performance of skin optical clearing (SOC) and demonstrate that SCCA with long exposure time also significantly improves the ability to image large range of flow speeds over LSCI.",60122037,Shenzhen Technology University,Shenzhen,China,['1706'],31.0,0.10494047619047618,0.5611309523809523,1
30,30,Research and development of an optical gyrocompass using a three-axis FOG,"We propose an optical gyrocompass using a three-axis Fiber Optic Gyroscope (FOG) that is the technological heart of the optical gyrocompass. The core of the optical gyrocompass is a compact strap-down Inertial Measurement Unit (IMU), which contains a three-axis FOG, three accelerometers, and a real-time computer that is responsible for computing all the necessary data for demanding navigation. Thermal design is performed to manage heat conduction and quickly balance inner temperature of the optical gyrocompass for suppressing the thermally induced error, and then the uniform temperature environment is obtained for three-axis FOG. The long-endurance sea trial experiment result proves that the dynamic accuracy of the optical gyrocompass is lower than ±0.25° secant latitude, and it is capable of navigating in high latitude region. The optical gyrocompass is also certified to meet the requirements of the International Maritime Organization (IMO) for gyrocompasses.",101223817,Tianjin Navigation Instrument Research Institute,Tianjin,China,['1706'],28.2,0.13259259259259257,0.3692592592592592,1
31,31,Text matching based on reconstructed color interaction image,"Plenty of natural language processing tasks can be modeled as text matching, such as question answering, machine translation and so on. An elementary and efficacious method is to distill matching patterns from words, phrases and sentences to obtain the matching score. In this paper, Reconstructed Color Interaction Image (RCII) is proposed to convert text matching to color image recognition. First, two texts are reconstructed and similarity operations are adopted to generate Color Interaction Image (CII). Then CNN is applied to extract hierarchical and elaborate matching information. Finally, fully connected layers are employed to obtain the matching score. Experiments have proved the effectiveness of our method.",60025084,Shanghai Jiao Tong University,Shanghai,China,['1706'],15.0,0.19166666666666665,0.6888888888888888,1
